 BankID , BANK_NAME                                                                 ,BANK CODE, IMPS_Status , NEFT_Status ,VERIFICATION
639, Jampeta Urban Co-Op Bank                                                  , CBNB      , Enabled     , Enabled     , On                     
640, Karnataka Gramin Bank                                                     , RKGB      , Enabled     , Enabled     , On                     
641, Ahmednagar Sahar Sahakari Bank Maryadit                                   , ASSB      , Enabled     , Enabled     , On                     
642, Gujarat Ambuja Co-Op Bank Ltd                                             , GACB      , Enabled     , Enabled     , On                     
643, The Business Co-Op Bank Ltd                                               , BOBC      , Enabled     , Enabled     , On                     
644, The Nawada Central Co-Op Bank Ltd                                         , NCCB      , Enabled     , Enabled     , On                     
645, The Adinath Co-Op Bank Ltd                                                , ACOB      , Enabled     , Enabled     , On                     
646, Shree Dharati Co-Op Bank Ltd                                              , SCDB      , Enabled     , Enabled     , On                     
647, Rajkot Peoples Co-Op Bank Ltd                                             , RPCB      , Enabled     , Enabled     , On                     
648, Sirsi Urban Sahakari Bank Ltd                                             , USBL      , Enabled     , Enabled     , On                     
649, Sangola Urban Co-Op Bank Ltd                                              , SUCB      , Disabled    , Enabled     , Off                    
650, The Hoshiarpur Central Co-Op Bank Ltd                                     , SHSP      , Disabled    , Enabled     , Off                    
651, Vaijapur Merchants Bank                                                   , VMBL      , Disabled    , Enabled     , Off                    
652, Jila Sahakari Kendriya Bank Maryadit Dhar                                 , JSKB      , Enabled     , Enabled     , On                     
653, Peoples Co-Op Bank Ltd Dholka                                             , PCBD      , Enabled     , Enabled     , On                     
654, The Udaipur Mahila Urban Co-Op Bank Ltd                                   , UMUC      , Enabled     , Enabled     , On                     
655, The Aska Co-Op Central Bank Ltd                                           , ASKA      , Enabled     , Enabled     , On                     
656, Keonjhar Central Co-Op Bank Ltd                                           , SKCC      , Enabled     , Enabled     , On                     
657, The Koraput Central Co-Op Bank Ltd                                        , SKOC      , Enabled     , Enabled     , On                     
658, Nagaland Rural Bank                                                       , NLGB      , Enabled     , Enabled     , On                     
659, The Udupi Co-Op Town Bank                                                 , UCTB      , Enabled     , Enabled     , On                     
660, Coastal Local Area Bank Ltd                                               , CLAB      , Enabled     , Enabled     , On                     
661, The Bhagyalakshmi Mahila Sah Bank                                         , BMSB      , Enabled     , Enabled     , On                     
662, The Ssk Co-Op Bank Ltd                                                    , SSSK      , Enabled     , Enabled     , On                     
663, Valmiki Urban Co-Op Bank Ltd                                              , SVAU      , Enabled     , Enabled     , On                     
664, The Bhandara District Central Co-Op Bank Ltd                              , BHNL      , Enabled     , Enabled     , On                     
665, The Nagar Sahakari Bank Ltd                                               , NBKG      , Enabled     , Enabled     , On                     
666, The Uttarsanda Peoples Co-Op Bank                                         , SUPC      , Enabled     , Enabled     , On                     
667, The Kakatiya Co-Op Urban Bank                                             , SKCU      , Enabled     , Enabled     , On                     
668, The Kranthi Co-Op Urban Bank Ltd                                          , SKRN      , Enabled     , Enabled     , On                     
669, Sri Vasavamba Co-Op Bank Ltd                                              , VCBA      , Enabled     , Enabled     , On                     
670, The Union Co-Op Bank Ltd                                                  , UCBN      , Enabled     , Enabled     , On                     
671, Citizens Co-Op Bank Ltd                                                   , CCOB      , Enabled     , Enabled     , On                     
672, Jawahar Sahakari Bank Ltd                                                 , JSBH      , Enabled     , Enabled     , On                     
673, Bapuji Co-Op Bank Ltd                                                     , BOBL      , Enabled     , Enabled     , On                     
674, Uttrakhand State Co-Co Bank Ltd                                           , USCB      , Enabled     , Enabled     , On                     
675, Udham Singh Nagar District Co-Op Bank Ltd                                 , USND      , Enabled     , Enabled     , On                     
676, The Burdwan Central Co-Op Bank Ltd                                        , CBCB      , Enabled     , Enabled     , On                     
677, Pimpri Chinchwad Sahakari Bank                                            , PSCL      , Enabled     , Enabled     , On                     
678, The Maharaja Co-Op Urban Bank Ltd                                         , IMCB      , Enabled     , Enabled     , On                     
679, The Kerala State Co-Op Bank Ltd                                           , KCSB      , Enabled     , Enabled     , On                     
680, The Visakhapatnam Co-Op Bank Ltd                                          , TVCB      , Enabled     , Enabled     , On                     
681, Sarvodaya Commercial Co-Op Bank Ltd                                       , SCOB      , Enabled     , Enabled     , On                     
682, The Samastipur District Central Co-Op Bank Ltd                            , SDCL      , Enabled     , Enabled     , On                     
683, Belgaum Zilla Rani Channamma Mahila Sahakari Bank Niyamit                 , BZRB      , Enabled     , Enabled     , On                     
684, The Chandrapur District Central Co-Op Bank Ltd                            , CDBL      , Enabled     , Enabled     , On                     
685, Ajantha Urban Co-Op Bank Ltd                                              , AUCL      , Enabled     , Enabled     , On                     
686, Mudgal Urban Co-Op Bank Ltd                                               , SMUB      , Enabled     , Enabled     , On                     
687, Jodhpur Nagrik Sahakari Bank Ltd                                          , CJNB      , Enabled     , Enabled     , On                     
688, Wardhman Urban Co-Op Bank Ltd                                             , WUCL      , Enabled     , Enabled     , On                     
689, Mizoram Co-Op Apex Bank Ltd                                               , MABL      , Enabled     , Enabled     , On                     
690, The Naval Dockyard Co-Op Bank Ltd                                         , NDBL      , Enabled     , Enabled     , On                     
691, Vardhaman Mahila Co-Op Urban Bank Ltd                                     , CVBL      , Enabled     , Enabled     , On                     
692, Jammu And Kashmir State Co-Op Bank                                        , SJKB      , Enabled     , Enabled     , On                     
693, Jivan Commercial Co-Op Bank Ltd                                           , JIVA      , Enabled     , Enabled     , On                     
694, Krishna Bhima Samruddhi Local Area Bank                                   , KBSL      , Enabled     , Enabled     , On                     
695, The Dahod Urban Co-Op Bank Ltd                                            , TDUC      , Enabled     , Enabled     , On                     
696, Shri Mahila Sewa Sahakari Bank Ltd                                        , SMSS      , Enabled     , Enabled     , On                     
697, Mahatma Fule Urban Co-Op Bank Ltd Amravati                                , MFUC      , Enabled     , Enabled     , On                     
698, The Tiruvalla East Co-Op Bank                                             , TTEC      , Enabled     , Enabled     , On                     
699, The Gandhi Co-Op Urban Bank Ltd                                           , TGCU      , Enabled     , Enabled     , On                     
700, The Anand Mercantile Co-Op Bank Ltd                                       , AMBL      , Enabled     , Enabled     , On                     
701, Nagrik Sahakari Bank Maryadit Vidisha                                     , NSMV      , Enabled     , Enabled     , On                     
702, Udyam Vikas Sahakari bank                                                 , UVSB      , Enabled     , Enabled     , On                     
703, The Texco Co-Op Bank Ltd                                                  , TCBL      , Enabled     , Enabled     , On                     
704, Uma Co-Op Bank Ltd                                                        , UMCB      , Enabled     , Enabled     , On                     
705, Shri Shivayogi Murughendra Swami Urban Co-Op Bank Ltd                     , SMSU      , Enabled     , Enabled     , On                     
706, Jila Sahakari Kendriya Bank Maryadit Vidisha                              , JSKV      , Enabled     , Enabled     , On                     
707, Jila Sahakari Kendriya Bank Maryadit Ujjain                               , JSKU      , Enabled     , Enabled     , On                     
708, Jila Sahakari Kendriya Bank Maryadit Dewas                                , JSKD      , Enabled     , Enabled     , On                     
709, The Sultan S Battery Co-Op Urban Bank Ltd                                 , SBCB      , Enabled     , Enabled     , On                     
710, Sri Rama Co-Op Bank Ltd                                                   , SRBB      , Enabled     , Enabled     , On                     
711, Sri Guru Raghavendra Sahakara Bank Niyamitha                              , SGRS      , Enabled     , Enabled     , On                     
712, Navanagara Urban Co-Op Bank Ltd                                           , NUBB      , Enabled     , Enabled     , On                     
713, Subhadra Local Area Bank Ltd                                              , SLAB      , Enabled     , Enabled     , On                     
714, Parbhani District Central Co-Op Bank                                      , PDBH      , Disabled    , Enabled     , Off                    
715, The Gopalganj Central Gopalganj Co-Op Bank Ltd                            , GCBL      , Disabled    , Enabled     , Off                    
716, The Bhatkal Urban Co-Op Bank Ltd                                          , SBUL      , Disabled    , Enabled     , Off                    
717, Vaishya Nagari Sahakari Bank Ltd                                          , SVNS      , Enabled     , Enabled     , On                     
718, The Fatehgarh Sahib Central Co-Op Bank Ltd                                , SFGH      , Disabled    , Enabled     , Off                    
719, Indore Cloth Mkt Co-Op Bank                                               , ICMB      , Disabled    , Enabled     , Off                    
720, The Solapur Dist Central Co-Op Bank                                       , BSDC      , Disabled    , Enabled     , Off                    
721, Latur District Central Co-Op Bank Ltd                                     , ILDC      , Disabled    , Enabled     , Off                    
722, NSDL Payment Bank Limited                                                 , NSPB      , Enabled     , Enabled     , On                     
723, The Pimpalgaon Merchants Co-Op Bank Ltd                                   , CPIM      , Enabled     , Enabled     , On                     
724, Mizoram Urban Co-Op Development Bank                                      , MUDC      , Enabled     , Enabled     , On                     
725, Indore Paraspar Sahakari Bank Ltd                                         , INPR      , Enabled     , Enabled     , On                     
726, The Co-Op Bank Of Mehsana Ltd                                             , CBML      , Enabled     , Enabled     , On                     
727, The Gurgaon Central Co-Op Bank Ltd                                        , BGBL      , Disabled    , Enabled     , Off                    
